Book_Id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
pg6517,0.013588,0.013777,-0.014121,0.006801,0.063867,-0.014655,-0.036493,-0.008052,-0.005776,-0.017547,-0.018432,0.048193,0.009204,-0.024764,-0.035412,-0.03461,0.007785,0.018365,0.015789,0.012491
pg7827,0.032149,-0.015865,0.031791,0.012913,-0.027695,-0.037121,0.049871,-0.020685,-0.033682,-0.006401,-0.022318,0.024423,0.010487,-0.004224,-0.026503,0.014225,0.014067,0.042049,-0.028167,-0.009314
pg6864,-0.023467,-0.018297,-0.011873,-0.025828,0.062548,0.018245,-0.025626,0.01501,0.007156,-0.005645,-0.027099,-0.010103,0.005211,-0.022808,0.034952,-0.008149,-0.001558,-0.008385,-0.020245,0.065959
pg8403,0.016106,-0.031041,-0.001571,0.001092,-0.013169,-0.002742,0.061221,0.012467,-0.025146,-0.003762,-0.044746,-0.040092,-0.022569,0.027473,0.036739,-0.01683,0.015938,0.006983,-0.022802,0.046453
pg8087,-0.006396,-0.030945,-0.023392,0.003532,0.088677,0.015316,-0.010544,-0.03724,-0.004727,0.004854,-0.02461,0.030827,0.018284,-0.034382,-0.008668,0.005136,-0.018905,-0.000608,-0.009719,0.043511
pg9967,0.022397,0.008962,-0.012735,-0.004049,0.067662,-0.008736,-0.036893,-0.00326,-0.002913,-0.010324,-0.007048,0.076297,-0.009977,-0.018908,0.017155,-0.002402,-0.037875,-0.015414,0.000227,-0.022166
pg6954,-0.020238,-0.030322,-0.006212,0.041762,0.007602,-0.032145,-0.026714,0.037398,-0.01963,-0.038107,0.029368,-0.00324,0.009576,0.037467,-0.006601,-0.003531,0.072217,-0.004581,-0.039368,-0.004701
pg9189,-0.000564,0.04343,-0.019011,-0.013509,-0.00076,-0.026871,-0.019708,-0.02976,0.090093,0.005038,0.002639,-0.003927,0.01384,0.023772,-0.046585,-0.003308,0.008632,-0.043517,-0.028575,0.048652
pg7866,-0.002875,-0.037576,-0.027104,0.01563,-0.009072,0.002428,-0.023815,0.068334,0.066058,0.015819,-0.001162,0.007074,-0.017535,-0.026242,-0.030796,-0.03515,-0.00472,0.001578,0.051021,-0.011895
pg9410,0.062471,-0.008657,0.01988,-0.022577,-0.002913,-0.016806,-0.029786,0.009546,-0.059334,-0.000402,-0.024854,0.000493,0.04916,0.05725,-0.023275,0.035734,0.014281,-0.054068,-0.00563,-0.000513
pg8596,0.046031,-0.023379,-0.023088,-0.035236,0.073482,0.021158,-0.017713,-0.013373,-0.024004,-0.048445,-0.002654,0.029549,-0.007634,-0.017398,-0.036915,0.039332,-0.025617,0.049394,0.018111,-0.001603
pg8899,-0.025511,0.017608,-0.007804,-0.022754,-0.009034,-0.005818,0.028089,0.050392,-0.044662,-0.033647,0.012676,-0.041154,-0.031194,0.039917,0.034771,-0.011002,0.068635,-0.004039,-0.025965,0.010497
pg8741,0.028001,-0.044041,-0.041464,-0.003457,-0.019287,0.059019,0.025809,-0.002211,-0.00405,-0.005309,-0.036062,0.01643,0.011264,0.002912,0.005907,0.001061,0.061174,0.022209,-0.03129,-0.046613
pg9305,0.017016,-0.014343,-0.037159,-0.037947,-0.03099,0.019807,0.03788,0.021309,0.047821,0.042594,0.019539,-0.031273,-0.047597,0.04773,-0.019757,0.005524,0.010317,-0.03354,0.00293,-0.019862
pg8396,0.009119,0.00486,0.083188,0.018823,-0.021718,-0.008304,-0.043896,0.00158,0.006165,-0.026292,0.021196,-0.019725,0.006618,-0.009072,-0.014233,-0.050463,-0.019025,0.075034,-0.027413,0.013558
pg9927,-0.020138,-0.019421,-0.051745,0.032258,-0.019628,0.008442,0.01316,-0.037583,0.081194,0.021082,-0.010233,0.003478,0.031296,-0.031866,-0.02386,-0.026805,0.008838,0.060259,-0.008883,-0.009844
pg8569,-0.034334,-0.048277,0.066234,-0.020231,0.05893,0.004572,-0.03152,-0.050501,-0.003088,-0.009042,-0.010014,0.009024,-0.00858,0.016931,-0.042852,0.051438,-0.003092,0.013153,0.008316,0.032933
pg8711,-0.011584,-0.047097,-0.029838,0.046851,-0.029082,-0.023658,-0.061012,-0.035247,0.011643,0.008895,0.019243,0.016535,-0.02096,0.053747,0.063726,-0.011205,0.042897,-0.015583,0.014968,0.006761
pg8386,0.036257,0.040461,-0.041029,0.016044,-0.018401,-0.003456,0.03381,0.01152,-0.019902,-0.006175,-0.020064,-0.018897,-0.027258,-0.045128,0.071147,-0.056152,-0.033485,0.003208,0.018926,0.058576
pg7855,-0.022726,0.019311,-0.041008,-0.037485,0.074411,-0.017132,-0.052395,0.005779,0.006081,-0.019466,0.005104,-0.026332,0.041571,0.017797,-0.001407,0.090126,-0.022769,-0.015241,0.013138,-0.017358
pg9746,0.022341,0.041652,0.058335,-0.032634,-0.054414,-0.012102,0.066007,0.00406,-0.003562,-0.008153,0.01124,-0.005154,-0.044245,-0.035744,-0.033239,0.077043,0.007092,0.005424,-0.029555,-0.03439
pg6809,0.012545,-0.047317,-0.045615,-0.028119,0.046633,-0.001328,-0.04829,-0.032971,-0.026234,0.061719,0.051377,-0.020304,-0.027732,-0.001094,0.029098,0.03816,0.02496,-0.004185,-0.016742,0.035439
pg9259,-0.015382,0.025577,0.071507,0.039395,-0.035057,-0.015044,0.028955,-0.014065,-0.001767,-0.026491,-0.052825,0.059719,-0.012445,-0.052527,0.024182,-0.032244,0.020281,0.023474,-0.027449,-0.007796
pg8496,0.023093,-0.038955,-0.053197,0.042915,0.003335,0.028115,-0.048699,-0.019598,0.007334,0.064285,0.072286,0.007713,0.016976,-0.011426,-0.025558,-0.048341,-0.003926,-0.022009,0.008357,-0.002699
pg7760,0.006987,0.002627,0.09948,0.006991,-0.02913,-0.014496,-0.006516,0.017293,-0.001865,-0.036027,-0.026346,0.081197,-0.015758,-0.06154,0.009234,0.004119,-0.020926,-0.006643,-0.015159,0.006478
pg9379,-0.039194,0.017241,0.028611,0.061044,0.008752,-0.04592,0.056177,0.034485,0.008672,-0.037946,-0.036245,-0.02381,-0.04443,0.035524,0.063364,-0.023551,-0.035846,0.009151,-0.009861,-0.026219
pg8570,-0.044299,-0.019138,0.010713,-0.03688,0.02384,0.016904,-0.018948,-0.054059,-0.039279,0.023422,0.011898,0.008897,-0.027789,0.078851,-0.047429,-0.019193,0.06835,0.025819,0.062942,-0.024622
pg6474,-0.04187,-0.004084,-0.047338,0.01969,0.077378,-0.000276,-0.028037,-0.039537,-0.019231,-0.040174,0.062198,0.035074,-0.022056,-0.039649,0.027868,0.000112,0.034072,-0.015556,-0.042983,0.0844
pg7063,-0.034863,0.014366,0.058142,0.068875,-0.010835,-0.003847,-0.012998,-0.038323,-0.004984,-0.030441,0.048494,-0.004515,-0.004324,-0.003185,-0.031706,0.016313,-0.04827,0.029875,0.041346,-0.049117
pg8805,-0.048336,0.012505,0.086718,-0.019001,0.01434,-0.013489,0.032445,-0.033172,-0.014682,-0.014508,0.012178,0.077657,0.001245,0.024582,-0.003914,0.029442,-0.043089,-0.013802,-0.036904,-0.050215
pg9747,-0.017572,-0.037538,-0.05647,0.029784,0.051994,-0.021588,-0.013188,-0.027275,-0.001464,-0.00646,0.08642,0.031553,-0.042755,0.038594,0.014539,-0.024637,0.001788,0.058463,-0.023292,-0.040896
pg7183,-0.037698,0.002241,0.090506,-0.006117,0.052873,0.007389,0.01631,-0.017202,-0.046613,0.062813,-0.021488,-0.015464,-0.017954,-0.047663,-0.053331,-0.03647,0.009593,-0.039524,0.007802,0.089997
pg8549,0.007322,0.018017,0.104762,-0.003616,-0.016248,0.024436,-0.026442,-0.051828,-0.019095,0.071815,0.005948,-0.031838,-0.005617,0.037536,0.008055,-0.015508,-0.043348,-0.014929,-0.015337,-0.034085
pg4676,-0.000963,-0.000383,-0.000217,-0.000353,-0.000263,0.000168,-0.000331,0.000427,-0.001131,-0.000268,-0.000547,0.000029,0.001877,0.002476,0.003252,-0.0017,-0.0009,-0.0002,-0.000778,-0.000197
pg5176,-0.000836,0.000146,0.005114,-0.005011,0.001717,0.003414,-0.000928,0.007928,0.008867,0.000858,-0.000192,-0.001527,-0.003332,-0.000612,-0.003401,-0.001423,-0.004283,-0.001396,-0.002726,-0.002377
pg5165,-0.001146,0.001497,0.000528,-0.006621,-0.008686,-0.00808,-0.00538,0.005788,-0.005514,0.009649,0.000603,0.003545,0.014956,0.002611,0.000636,-0.005952,0.005456,-0.003122,-0.001454,0.000684
pg4084,-0.007004,0.008684,-0.020565,0.021848,-0.001624,-0.002999,-0.021264,-0.016972,-0.006917,-0.001373,0.005798,-0.001678,0.009993,-0.009244,0.026682,0.009584,-0.001504,-0.006146,0.016406,-0.001706
pg4795,-0.000108,0.021474,0.025362,-0.009984,0.003202,0.015953,0.003812,0.013081,0.017116,-0.004867,0.008055,-0.012943,-0.020655,-0.006807,-0.005797,-0.005625,-0.011126,-0.004039,-0.019861,-0.006244
pg2150,0.016434,0.025191,0.026396,-0.007138,-0.002511,0.012297,0.014224,-0.010925,-0.021896,-0.010701,-0.005254,-0.005981,-0.013846,0.011422,-0.00156,-0.003602,-0.018836,0.003119,0.00685,-0.013683
pg4745,0.024082,-0.018154,-0.002096,-0.021137,0.025192,0.021246,0.005898,0.001207,-0.01078,-0.006437,-0.019314,-0.005136,-0.010648,0.004087,-0.017217,0.017379,-0.007707,0.003092,0.01259,0.003852
pg2919,0.014653,0.022344,-0.012553,0.022681,0.038636,-0.00912,0.005916,0.001689,-0.009103,-0.001582,-0.021088,-0.010807,-0.005163,-0.01112,0.002094,-0.012973,-0.008783,-0.005277,-0.004609,0.004166
pg4765,-0.024024,-0.018931,-0.01199,-0.006658,-0.013806,-0.006378,-0.014919,0.020513,0.015728,-0.001564,0.026667,-0.00832,-0.004524,0.026126,0.015626,0.005273,0.009335,-0.00205,0.001905,-0.008012
pg2155,0.011148,0.025019,0.006831,-0.00521,0.035718,-0.019756,0.012474,0.005446,-0.013167,0.002467,-0.018385,0.000908,-0.023363,0.000037,-0.008745,-0.001054,0.009302,0.016216,-0.011812,-0.024074
pg4634,0.017462,-0.025777,0.006702,0.00657,0.024105,-0.006633,-0.00939,-0.00315,-0.024099,-0.001393,-0.018118,-0.003612,-0.02234,0.004016,0.000601,-0.011063,0.011813,0.007292,0.013262,0.033752
pg5151,0.01329,-0.004999,0.002138,0.012131,0.030963,-0.007246,0.005367,-0.010194,-0.018006,-0.012034,-0.013495,-0.012794,-0.015586,-0.005129,0.007689,0.034035,-0.022568,0.014493,0.010208,-0.008263
pg2675,0.011003,0.020577,0.015286,0.028443,-0.001225,-0.012916,-0.021326,0.001426,-0.021427,-0.009688,-0.005634,-0.005026,0.000921,0.00659,0.03871,-0.024013,-0.007296,-0.004453,-0.009012,-0.000941
pg4903,0.012205,-0.01705,0.012996,-0.016945,0.001317,0.006008,-0.030608,-0.006173,-0.026725,0.013353,-0.006853,0.028059,0.01188,-0.009859,0.034564,0.022156,-0.000724,-0.003475,-0.008054,-0.016073
pg2701,-0.021414,-0.000212,-0.032794,-0.008401,0.023293,0.002962,0.041128,-0.008622,0.027575,-0.000478,-0.006519,0.039961,-0.013843,-0.029115,-0.001339,0.012279,-0.002292,-0.019375,-0.013796,0.011001
pg4763,-0.013852,-0.009374,-0.018835,-0.014719,0.032637,0.007616,0.026242,-0.009282,0.01685,-0.000924,-0.014804,0.046727,-0.015459,-0.012338,-0.009403,-0.012174,-0.008273,0.002416,0.004898,0.002052
pg2852,-0.01205,0.010193,0.005256,-0.011712,-0.012001,0.006833,-0.000992,-0.002116,-0.006188,0.024656,0.045511,-0.018643,-0.018582,-0.027872,0.0031,0.000083,-0.018942,-0.01391,0.014889,0.032487
pg4923,0.01491,-0.028812,0.019547,0.007801,-0.035579,0.006478,0.000886,0.0017,-0.020732,-0.002788,-0.004997,0.035277,-0.017814,0.004839,-0.001566,-0.004536,-0.004785,-0.031035,0.05013,0.011074
pg4046,0.000101,0.017308,0.011148,-0.003481,0.041998,-0.002795,-0.021448,-0.013771,0.002601,-0.009581,-0.026403,-0.026779,0.020865,0.007542,-0.01217,0.000863,0.00496,-0.011472,-0.021652,0.042167
pg4632,-0.003554,0.034646,0.012818,0.023263,-0.02776,-0.01775,-0.012691,-0.028096,-0.019171,-0.007124,0.025822,-0.011756,-0.006202,0.00605,0.006664,-0.001715,-0.026125,0.012225,0.050199,-0.009743
pg4918,0.000682,-0.011218,0.038813,-0.015447,-0.034374,-0.010185,-0.003985,-0.002555,-0.034056,0.006783,0.012463,-0.03703,-0.020426,0.011395,-0.007969,0.013059,0.029562,0.039367,0.01929,0.005832
pg3828,0.026698,0.024148,0.039727,0.007711,-0.034006,-0.007169,-0.031445,-0.010528,-0.010571,0.037393,-0.022842,0.006589,0.012715,0.009381,-0.011074,-0.025077,0.049691,-0.031772,-0.018894,-0.010676
pg4955,-0.010774,0.023226,-0.025625,-0.018962,0.034226,0.003978,0.041182,-0.008439,0.00713,0.030867,0.014017,-0.015278,0.002081,-0.013076,-0.03861,-0.013558,-0.018723,0.034113,-0.004905,-0.022872
pg2911,0.00594,0.025,0.020826,-0.010825,-0.036396,-0.000025,-0.02238,-0.014004,0.036781,-0.009189,-0.015288,-0.031311,0.011266,-0.019175,-0.0267,0.041942,0.034029,0.02612,-0.008077,-0.008534
pg4045,-0.024464,0.023127,-0.021781,-0.023539,0.052317,0.011397,0.015256,0.002145,-0.020138,-0.02431,0.027769,-0.011068,0.000234,-0.007185,-0.018538,0.045801,-0.006002,-0.012222,-0.004651,-0.004147
pg4794,0.001227,0.000564,0.005241,0.028549,-0.035882,-0.019088,-0.00449,-0.019509,0.002318,0.041863,-0.005634,0.008921,-0.016913,-0.008552,0.066313,-0.020369,-0.014965,-0.015266,0.002786,0.002886
pg5094,-0.001275,0.029284,0.004414,0.008845,-0.027674,-0.014877,-0.008608,-0.006657,0.006403,0.042911,-0.002085,-0.026492,-0.014747,-0.016837,0.072441,-0.019653,0.001449,0.015111,-0.030319,-0.011636
pg4790,0.006272,0.038438,-0.004947,-0.02012,-0.038746,-0.022279,-0.013965,0.03815,-0.009935,0.002365,-0.003775,-0.016853,0.075839,-0.012705,-0.010306,-0.010677,-0.005683,-0.011251,0.005244,0.014932
pg4397,0.032134,0.012295,-0.015384,0.033165,-0.031629,0.015818,0.021097,-0.029682,-0.036675,-0.03266,-0.007491,0.012216,0.059179,-0.007686,-0.011614,-0.01544,0.001574,0.042682,-0.011192,-0.030708
pg2684,-0.027812,0.001948,-0.014865,-0.039333,0.00424,-0.017787,0.066922,0.018632,0.012732,-0.024325,-0.014102,0.007602,-0.024771,0.044775,0.007764,-0.006499,-0.009715,0.012831,-0.000392,0.002155
pg4929,0.021799,-0.022957,0.014807,0.006288,-0.032571,0.007409,0.013879,0.011839,-0.037755,0.011839,-0.027053,-0.018694,0.036709,0.049378,-0.009404,-0.008528,0.04097,-0.036073,-0.021381,-0.000501
pg4653,-0.037293,0.030003,0.008781,-0.000787,0.036971,-0.020172,-0.027891,-0.014725,0.03635,-0.02472,0.044948,0.050979,-0.004754,-0.010289,-0.034447,0.007,-0.006992,-0.001225,-0.015672,-0.016065
pg2287,0.044813,0.005479,-0.025047,-0.018445,-0.042694,0.01002,-0.026795,-0.01364,0.003018,-0.000437,0.000972,0.067043,0.000272,-0.006729,0.008434,-0.007476,-0.001018,-0.018389,0.038045,-0.017425
pg4733,-0.025896,-0.020807,0.05386,-0.009374,0.040221,-0.013413,-0.006753,0.012811,-0.010616,0.029415,-0.03474,-0.014303,0.00335,0.004047,-0.009174,0.055291,0.023834,-0.010139,-0.034085,-0.033528
pg3803,-0.001585,-0.002945,-0.001769,0.000097,-0.001613,-0.000455,-0.001201,0.000703,-0.001906,-0.000795,0.000704,-0.002141,0.007376,-0.001212,0.00284,0.003269,-0.001091,0.002064,-0.001754,0.001416
pg2346,0.001251,-0.001712,-0.001449,-0.001188,-0.00059,-0.001288,-0.001257,-0.002242,0.000058,-0.001859,-0.001611,-0.000782,0.007898,0.00259,-0.000214,0.000052,-0.00387,0.006394,-0.000216,0.000035
pg1748,-0.008557,-0.006051,-0.004818,-0.00049,-0.005569,-0.007733,-0.003961,0.014445,0.000141,0.001342,0.007811,0.004136,0.0124,-0.004763,0.003759,-0.001222,0.000957,-0.002597,-0.002163,0.002932
pg1651,0.01356,-0.011199,-0.005421,-0.005579,0.019935,0.004128,-0.010613,0.001604,-0.000319,0.018312,0.001206,0.002436,0.00168,-0.004351,-0.00317,-0.00192,-0.011555,-0.006763,-0.005303,0.003333
pg706,0.015998,0.014788,-0.005719,0.010479,-0.002833,-0.003199,-0.001665,-0.000949,-0.011867,0.002979,0.000582,-0.003157,-0.007953,-0.000997,0.0116,-0.013189,0.000802,-0.008309,0.001055,0.001555
pg4047,0.00939,0.016704,-0.009417,0.00729,-0.003508,-0.003082,0.006551,-0.014616,0.002393,-0.005909,-0.001825,-0.000459,-0.018502,0.001994,-0.007566,-0.011949,0.019537,-0.004403,0.002948,0.014429
pg2347,-0.002972,-0.001675,-0.000116,0.002613,-0.004941,0.017346,-0.007852,-0.009471,-0.014232,-0.014494,0.001596,0.001993,-0.012401,0.012449,0.002874,-0.009788,0.016256,0.007723,0.021788,-0.006693
pg4002,-0.015689,0.012241,0.01818,0.000324,-0.002737,0.023288,-0.000592,0.007096,-0.012835,-0.007934,-0.007736,-0.015148,-0.001483,-0.007975,0.033256,-0.001649,-0.008931,-0.008458,-0.001432,-0.001784
pg863,0.010433,-0.009633,0.024674,-0.016104,-0.018042,-0.008978,-0.003332,0.013009,-0.000275,0.008383,0.0105,0.021052,-0.02246,-0.000283,-0.011002,-0.011351,0.00159,0.000266,0.007914,0.003639
pg4071,0.021001,-0.00678,-0.008634,0.016774,-0.008922,-0.010954,0.001511,-0.006933,-0.019893,-0.012533,0.023763,-0.004485,-0.009443,-0.011667,0.010369,0.004706,0.00098,0.020516,-0.010732,0.011354
pg2344,-0.016877,0.022099,-0.005573,-0.005885,-0.014696,-0.021393,-0.003472,0.018516,-0.009514,-0.009172,0.020887,0.002988,0.026926,-0.001569,0.002046,0.001764,0.002765,-0.007474,-0.002491,0.000125
pg2350,-0.005395,0.027336,-0.007409,-0.019036,-0.020079,0.003023,-0.000758,0.001072,0.005149,-0.013173,0.029152,0.009675,-0.014599,0.004557,-0.001358,-0.001658,0.010631,-0.004514,0.004667,-0.007282
pg223,0.007586,0.025922,-0.019819,-0.013387,0.0239,0.001499,0.014407,-0.006842,0.012572,-0.022903,-0.000084,-0.003231,-0.013599,0.001921,-0.017278,0.00069,0.008662,0.007736,-0.016347,0.008595
pg2147,0.009148,-0.00663,0.0033,0.012679,-0.028492,0.020924,0.032467,0.016013,-0.004111,0.005667,-0.01279,-0.019592,0.01073,-0.01105,-0.01238,-0.002925,-0.001565,-0.00112,0.003694,-0.013966
pg3802,0.014483,-0.019108,-0.02094,0.007858,-0.009926,-0.01463,-0.002808,0.027243,-0.009453,0.011269,-0.007392,-0.006558,-0.015753,-0.008158,0.028603,0.013796,0.021327,-0.003632,0.001859,-0.00808
pg1155,-0.005498,-0.01927,0.009097,0.021637,0.005342,-0.003527,-0.01641,0.028337,0.035045,-0.01019,0.010707,0.009569,-0.016541,-0.010114,-0.0222,-0.010894,0.014849,-0.001822,-0.01439,-0.003727
pg5236,-0.002442,0.004918,-0.005676,-0.00085,-0.003461,-0.012698,-0.001684,-0.002832,0.004975,0.019807,0.00224,-0.000471,-0.007061,0.002469,-0.010191,-0.003591,-0.002592,-0.000584,0.025892,-0.006168
pg5663,-0.002495,0.000492,-0.000962,-0.004145,0.009951,-0.008459,-0.005052,-0.000851,-0.005048,0.003827,-0.000795,-0.001391,0.000914,0.00238,-0.004748,0.002333,0.010669,0.009035,-0.002433,-0.003221
pg6376,-0.004967,-0.004014,0.013568,-0.007096,-0.007474,-0.006265,0.002397,0.001488,0.002976,0.010597,-0.000329,0.000696,0.000359,0.002125,-0.001566,0.000783,-0.002582,0.004408,-0.002383,-0.002723
pg5622,0.002905,-0.003338,0.017445,0.00618,-0.002204,0.002415,-0.006371,0.000019,-0.002213,-0.006074,-0.007685,0.001468,0.001669,-0.008279,-0.004058,0.013732,-0.003782,-0.000124,0.004294,-0.005999
pg5238,-0.004465,0.011891,0.020981,-0.003232,0.002153,-0.002599,-0.006949,-0.010724,-0.010516,-0.004016,-0.001245,-0.00632,0.000114,-0.001877,0.000982,0.003652,-0.001162,0.002289,0.000108,0.010935
pg6296,-0.002608,0.001887,0.005061,0.006829,0.002635,0.004099,-0.002144,-0.009495,0.000893,0.011113,0.01975,-0.007055,-0.005678,0.008558,-0.003075,-0.001129,-0.00898,-0.008654,-0.005855,-0.006153
pg6028,0.002263,0.01066,-0.014697,0.000835,-0.003623,-0.015708,0.006304,-0.003873,-0.004784,-0.006201,0.010239,-0.011764,-0.005948,-0.001816,-0.012874,0.0068,0.001064,0.016268,0.022055,0.0048
pg5237,-0.014452,-0.007262,0.014698,0.003277,0.017207,-0.001911,-0.008042,-0.006245,0.007369,-0.011702,-0.003331,-0.008684,-0.010878,-0.007141,0.0057,0.007382,-0.011639,0.022764,0.003366,0.009521
pg6293,0.01164,-0.003857,-0.007586,-0.018141,-0.005791,0.000667,-0.01409,0.008915,-0.009997,-0.006306,-0.002999,-0.004929,0.004703,0.002898,0.003849,0.002133,0.022927,-0.000526,-0.002657,0.019146
pg6005,-0.013623,-0.014398,0.012814,-0.002693,0.024115,0.004019,0.013698,-0.001656,-0.010291,-0.000924,0.000037,-0.01358,-0.01045,0.0056,-0.008029,0.020975,-0.003839,-0.010358,-0.004434,0.013016
pg6057,0.016738,-0.015787,-0.010218,0.010612,-0.007967,-0.003463,-0.007949,0.009783,-0.004401,0.003725,0.011146,0.016911,0.023265,0.00048,0.000928,0.000555,-0.018352,-0.010969,-0.003191,-0.011846
pg5235,-0.013403,-0.016295,0.015771,-0.004001,0.025335,0.008995,0.007407,0.003585,0.003277,-0.00741,-0.019713,0.018648,-0.011954,0.01227,-0.011464,-0.018377,0.008802,-0.005551,-0.004058,0.008136
pg6295,-0.015988,-0.001922,0.007239,-0.012396,0.001992,-0.020325,-0.004263,0.002119,-0.020289,-0.007333,0.020508,0.006551,-0.011591,0.026435,0.00942,0.012233,0.016369,-0.000084,-0.003399,-0.005278
pg5240,0.019104,-0.00464,-0.008979,-0.022751,-0.000221,-0.011163,-0.007421,0.0108,-0.0192,0.023069,0.015527,0.013852,-0.020285,0.000391,0.021875,-0.004882,-0.013414,-0.013827,0.013014,0.009153
pg5234,-0.016548,-0.008561,0.017011,0.003962,0.002866,0.006709,0.002256,-0.027332,0.027675,-0.015093,-0.002102,0.003702,0.013482,0.028331,-0.027075,0.002274,-0.010601,0.005425,-0.006963,0.000583
pg6410,-0.016555,-0.012267,0.000324,-0.013679,0.007811,0.025205,-0.00844,0.006011,0.013567,-0.017496,0.038375,-0.004975,-0.021239,-0.016529,-0.000531,0.000293,-0.002514,0.011295,-0.010796,0.022143
pg5705,0.019823,-0.016391,-0.009615,-0.007531,0.002475,-0.007809,-0.000169,0.008045,-0.016313,0.00596,-0.026995,-0.018876,0.027319,0.022193,0.008261,-0.001214,0.013884,-0.01363,-0.018671,0.029253
